episode,score,score_per_step,steps,success,final_distance,n_biases,carry_state,exploration_noise,loss,actor_loss,critic_loss,entropy,approx_kl,clip_frac,lr,best_eval_success,eval_score_mean,eval_score_std,eval_steps_mean,eval_success_rate,eval_final_distance_mean
28,202.99149769853983,3.1229461184390743,65,1.0,0.18522903636246407,52,0.0,0.03773596436018162,517.2038024902344,0.06155307255685329,1034.3698043823242,4.264713621139526,0.004073739051818848,0.0,0.0003,nan,,,,,
29,182.97321350500442,1.886321788711386,97,1.0,0.1497162597018562,77,0.0,0.0373586047165798,203.32714139498196,-0.014828718052460598,406.76949016864484,4.277201909285325,0.0029840583984668437,0.0,0.0003,nan,,,,,
30,221.10231153601023,5.14191422176768,43,1.0,0.1855049080373257,36,0.0,0.036985018669414,915.8569197221236,0.01980781148780476,1831.7591635964134,4.249805580485951,0.002487919547341087,0.0,0.0003,nan,,,,,
31,211.8071687358966,3.7822708702838677,56,1.0,0.06315246982511276,46,0.0,0.03661516848271986,303.4562602572971,-0.07087417319417,607.1394030253092,4.257049693001641,0.0038764427105585733,0.0,0.0003,nan,,,,,
32,216.7494395093838,4.611690202327314,47,1.0,0.17279807434480104,42,0.0,0.036249016797892664,748.9897079467773,-0.04826810024678707,1498.1600036621094,4.201717019081116,0.009643971920013428,0.0,0.0003,nan,,,,,
33,220.05119486090223,5.501279871522556,40,1.0,0.17579213038015895,35,0.0,0.035886526629913734,585.6983434503728,-0.01640393246303905,1171.5139493075285,4.223090171813965,0.009825950319116766,0.0,0.0003,nan,,,,,
34,232.53293017113307,8.943574237351273,26,1.0,0.1685807195497195,22,0.0,0.0355276613636146,1238.5988325639205,0.157801222987473,2476.9647327769885,4.1350576444105664,0.011664531447670677,0.011363636363636364,0.0003,nan,,,,,
35,206.60758879941875,3.332380464506754,62,1.0,0.15049091827098637,48,0.0,0.035172384749978455,925.0769409179687,-0.024219843745231628,1850.2862121582032,4.195787239074707,0.010790654085576534,0.0,0.0003,nan,,,,,
36,-73.8615475629237,-0.738615475629237,100,0.0,5.802681379794482,73,0.0,0.03482066090247867,528.8444061279297,-0.03300097522636255,1057.8382161458333,4.171594937642415,-0.006110355257987976,0.0,0.0003,nan,,,,,
37,189.25020019554077,2.126406743770121,89,1.0,0.0360962316943817,74,0.0,0.034472454293453886,325.7827175364775,-0.013622875380165437,651.6771069694968,4.221099040087531,0.006129406830843757,0.0,0.0003,nan,,,,,
38,211.28841421685868,3.773007396729619,56,1.0,0.1856647527399866,49,0.0,0.034127729750519344,391.7231134687151,-0.027794503207717623,783.5849129813058,4.154758555548532,0.005002341100147792,0.017857142857142856,0.0003,nan,,,,,
39,212.40141186385262,4.164733565957895,51,1.0,0.09171502824237615,43,0.0,0.03378645245301415,347.64088745117186,-0.10077597796916962,695.5661437988281,4.140266799926758,0.004034783411771059,0.025,0.0003,nan,,,,,
40,201.17758070042137,2.6126958532522258,77,1.0,0.11310591564883894,65,0.0,0.03344858792848401,158.55721282958984,-0.03278141872336467,317.2626152038574,4.131660898526509,0.00615880840147535,0.0,0.0003,nan,,,,,
41,221.46491488117863,4.921442552915081,45,1.0,0.10515443091653974,37,0.0,0.033114102049199165,377.19881439208984,0.04412190057337284,754.391227722168,4.092151522636414,0.013725436481763609,0.0,0.0003,nan,,,,,
42,223.77273332147925,6.581550980043508,34,1.0,0.12159288481598046,30,0.0,0.032782961028707175,528.5225474039713,0.01143229411294063,1057.103307088216,4.053116897741954,0.004611733059088389,0.010416666666666666,0.0003,nan,,,,,
43,210.04300368543562,3.7507679229542075,56,1.0,0.17459451111979554,45,0.0,0.0324551314184201,241.32416886549728,-0.051480972136442475,482.8332073505108,4.09523267012376,0.016361209062429573,0.019230769230769232,0.0003,nan,,,,,
44,211.5795727203193,3.9920674098173454,53,1.0,0.12811885274275436,47,0.0,0.032130580104235903,430.11095377604164,0.044517432091136774,860.2128519694011,3.999035660425822,0.011285837491353352,0.008333333333333333,0.0003,nan,,,,,
45,-64.82481335813046,-0.6482481335813045,100,0.0,5.056015761283118,84,0.0,0.031809274303193545,358.29883193969727,0.02947814092040062,716.6196197509765,4.045333218574524,-0.0008809983730316163,0.0,0.0003,nan,,,,,
46,225.14003646336604,6.253889901760168,36,1.0,0.17652939439083426,31,0.0,0.03149118156016161,545.5345802307129,-0.014508474618196487,1091.178446451823,4.013468146324158,0.007539033889770508,0.03125,0.0003,nan,,,,,
47,-33.247868593577465,-0.3324786859357747,100,0.0,1.7033772333757928,83,0.0,0.031176269744559996,206.8246898651123,0.005191952455788851,413.7203598022461,4.068247377872467,0.002147972583770752,0.046875,0.0003,nan,,,,,
48,223.32384111091537,5.446922953924765,41,1.0,0.0810448881648084,33,0.0,0.030864507047114395,441.0790169455788,0.02026539888571609,882.1972517533736,3.9874949672005395,0.004566542126915671,0.0,0.0003,nan,,,,,
49,188.9091247975365,2.122574435927376,89,1.0,0.18696962134051923,76,0.0,0.030555861976643253,757.6978209018707,0.010296297259628773,1515.4548420906067,3.98918779194355,-0.00023077428340911865,0.0,0.0003,nan,,,,,
50,190.03654398207988,2.2623398093104745,84,1.0,0.1497100129926075,68,0.0,0.03025030335687682,641.6911754608154,-0.02527133794501424,1283.5129585266113,4.001516193151474,0.0015461891889572144,0.0,0.0003,1.0,266.12648350197674,146.8513688859967,48.8,1.0,0.11080810202941734
51,217.925553482482,4.35851106964964,50,1.0,0.018386724672003873,45,0.0,0.02994780032330805,289.48518875667025,0.051716286156858714,578.945875440325,3.946481261934553,-0.006243795156478882,0.0,0.0003,1.0,,,,,
52,214.6732372928023,4.128331486400044,52,1.0,0.18714942758669278,44,0.0,0.02964832232007497,330.10792379379274,-0.05961653366684914,660.4132669448852,3.9095507860183716,-0.0015764832496643066,0.0,0.0003,1.0,,,,,
53,215.6576794770572,4.792392877267938,45,1.0,0.13457451839803022,40,0.0,0.02935183909687422,170.86500295003256,0.01186117623001337,341.78504943847656,3.9381364981333413,0.0055527401467164355,0.0,0.0003,1.0,,,,,
54,227.40946359540422,6.688513635158948,34,1.0,0.023425428490513232,28,0.0,0.02905832070590548,416.21246846516925,-0.008475194374720255,832.5203552246094,3.9229994217554727,0.007584556937217712,0.0,0.0003,1.0,,,,,
55,210.9564373057874,3.637179953548059,58,1.0,0.1667736196108843,49,0.0,0.028767737498846424,298.28748914930554,-0.0459674671292305,596.7447340223524,3.8910784191555448,0.011041041877534654,0.013888888888888888,0.0003,1.0,,,,,
56,230.53202084258365,8.233286458663702,28,1.0,0.07677344770569,24,0.0,0.02848006012385796,576.7062950134277,0.005416344851255417,1153.4814834594727,3.9872637391090393,0.007011290639638901,0.0,0.0003,1.0,,,,,
57,202.6385712749514,3.1662276761711157,64,1.0,0.1916763538810669,56,0.0,0.02819525952261938,394.3823699951172,-0.006878678686916828,788.8558197021484,3.866500496864319,0.002953730523586273,0.0,0.0003,1.0,,,,,
58,205.39517542011703,3.1120481124260158,66,1.0,0.037857034253888935,57,0.0,0.027913306927393185,420.54324531555176,-0.12641833117231727,841.4180431365967,3.9359462410211563,-0.0037249065935611725,0.015625,0.0003,1.0,,,,,
59,220.47787891980656,5.958861592427204,37,1.0,0.17179018068364174,34,0.0,0.027634173858119254,210.19289313422308,-0.03374396719866329,420.52894083658856,3.7832518683539496,-0.0024614890830384362,0.0,0.0003,1.0,,,,,
60,206.77767954731044,3.4462946591218406,60,1.0,0.15001939190945168,51,0.0,0.027357832119538062,77.24806678295135,-0.012176735792309046,154.59949827194214,3.950514316558838,-2.354942262172699e-05,0.015625,0.0003,1.0,,,,,
61,223.498806394718,5.881547536703105,38,1.0,0.14207271497162335,34,0.0,0.027084253798342683,485.70239410400393,-0.004849812155589462,971.4939453125,3.972782588005066,0.012662459537386895,0.0,0.0003,1.0,,,,,
62,185.42000532825648,1.8729293467500654,99,1.0,0.08307135901632785,92,0.0,0.026813411260359257,884.5077427455357,-0.02291224098631314,1769.1407372610909,3.9728568622044156,-0.0004181599111429283,0.0,0.0003,1.0,,,,,
63,228.9822693351473,7.895940321901631,29,1.0,0.12847976410960715,27,0.0,0.026545277147755664,773.9916042751736,0.03122187654177348,1548.0026177300347,4.093819114896986,0.00698849946881334,0.0,0.0003,1.0,,,,,
64,204.54707762514303,3.052941457091687,67,1.0,0.08037241393526376,56,0.0,0.026279824376278106,115.2734899520874,-0.03602035716176033,230.6982822418213,3.9635181725025177,0.0029925741255283356,0.0,0.0003,1.0,,,,,
65,217.884249223924,4.539255192165084,48,1.0,0.18135392005762696,37,0.0,0.026017026132515324,243.92541790008545,-0.05839494476094842,488.0489149093628,4.0641239285469055,-0.005002589896321297,0.015625,0.0003,1.0,,,,,
66,213.16206175713748,3.5527010292856245,60,1.0,0.04715877230936649,57,0.0,0.02575685587119017,242.3225507736206,-0.03517026547342539,484.79466438293457,3.961284101009369,0.004008989781141281,0.0,0.0003,1.0,,,,,
67,196.14866765921846,2.65065767107052,74,1.0,0.17801100528278402,62,0.0,0.025499287312478268,231.62992095947266,-0.013002594312032064,463.3654039171007,3.978096432156033,0.006956388552983602,0.0,0.0003,1.0,,,,,
68,207.62786369602438,3.6425940999302524,57,1.0,0.17806853116472907,48,0.0,0.025244294439353485,93.01598615646363,0.06488579604774714,185.9826232910156,4.021129059791565,0.007473793625831604,0.0,0.0003,1.0,,,,,
69,197.06413588458565,2.559274492007606,77,1.0,0.17537909074813793,64,0.0,0.02499185149495995,243.6976942582564,0.060779243876988236,487.35286088423294,3.9518273310227827,0.006226968697526238,0.0,0.0003,1.0,,,,,
70,220.80519917558897,5.385492662819243,41,1.0,0.11914063234626097,36,0.0,0.024741932980010352,593.870602077908,-0.010113877554734549,1187.8393215603298,3.894750091764662,0.0037607583734724256,0.013888888888888888,0.0003,1.0,,,,,
71,224.0030934840376,5.60007733710094,40,1.0,0.14191048101565573,34,0.0,0.02449451365021025,247.37638409932455,-0.020045135791103046,494.87111790974933,3.9129912853240967,0.0016621251900990803,0.0,0.0003,1.0,,,,,
72,-75.16718788914436,-0.7516718788914436,100,0.0,5.446944557290878,87,0.0,0.024249568513708148,295.36739145914714,0.005947791039943695,590.8008412679036,3.897188170750936,0.00291136900583903,0.016666666666666666,0.0003,1.0,,,,,
73,207.5424866075876,3.915895973728068,53,1.0,0.07050136234103943,48,0.0,0.024007072828571067,139.9396583012172,0.00639815309217998,279.9454236711775,3.9452350991112843,0.0031973672698118855,0.0,0.0003,1.0,,,,,
74,226.9772138799295,5.4042193780935595,42,1.0,0.08280002225813407,34,0.0,0.023767002100285355,241.47913885116577,-0.031108874129131436,483.09788382053375,3.86938938498497,-0.002878902480006218,0.0078125,0.0003,1.0,,,,,
75,194.3337026871583,2.2337207205420495,87,1.0,0.1334727923513629,74,0.0,0.0235293320792825,355.55662536621094,0.06601392030715943,711.0599151611328,3.9348888874053953,0.010588964819908142,0.0,0.0003,1.0,,,,,
76,221.4447440024074,4.920994311164609,45,1.0,0.026558211797586953,35,0.0,0.023294038758489677,272.30051676432294,-0.034502140680948895,544.7503865559896,4.017444769541423,-0.0016938416287302972,0.0,0.0003,1.0,,,,,
77,217.86040433845315,4.951372825873936,44,1.0,0.10092096719536436,37,0.0,0.02306109837090478,204.4624226888021,0.058043825129667916,408.8888524373372,4.004606445630391,0.005397086342175801,0.0,0.0003,1.0,,,,,
78,187.7793156873522,2.041079518340785,92,1.0,0.1546957428818483,75,0.0,0.022830487387195734,526.9240237149326,-0.01345606961033561,1053.9555691805754,4.030942244963213,0.0007223215970126065,0.0,0.0003,1.0,,,,,
79,216.72240881798442,4.816053529288543,45,1.0,0.07550502775949298,37,0.0,0.022602182513323778,148.15019512176514,0.051082860212773085,296.27978515625,4.078051328659058,0.0014054998755455017,0.0,0.0003,1.0,,,,,
80,188.80368668104225,1.9464297595983737,97,1.0,0.12773319378937642,79,0.0,0.02237616068819054,251.1357354556813,-0.043253661516834706,502.4389998492073,4.050736118765438,-0.0005309143487144919,0.007352941176470588,0.0003,1.0,,,,,
81,198.28760749700254,2.609047467065823,76,1.0,0.12522910154991546,66,0.0,0.022152399081308633,70.3171484735277,-0.01610962591237492,140.74773587120904,4.060996452967326,0.006253010696834988,0.0,0.0003,1.0,,,,,
82,218.13000965220652,5.072790922144338,43,1.0,0.1806661754332163,39,0.0,0.021930875090495548,248.82636515299478,-0.031086396012041304,497.79420471191406,3.9648812082078724,0.010546078284581503,0.0,0.0003,1.0,,,,,
83,214.13046230940233,3.9653789316555987,54,1.0,0.1880678113539226,44,0.0,0.021711566339590593,106.7077808380127,0.06252778507769108,213.37189865112305,4.069477081298828,0.008976228535175323,0.0,0.0003,1.0,,,,,
84,222.14355023809702,5.695988467643513,39,1.0,0.14367178444956571,36,0.0,0.02149445067619469,242.8095703125,0.005228128698137071,485.68904791937933,4.018418073654175,0.010467197228637006,0.0,0.0003,1.0,,,,,
85,-28.846904199238878,-0.28846904199238876,100,0.0,1.4717688913210019,78,0.0,0.021279506169432742,235.73796539306642,-0.05401295349001885,471.6652267456055,4.06320743560791,-0.0006282031536102295,0.0125,0.0003,1.0,,,,,
86,204.29837690087345,2.619209960267608,78,1.0,0.08452685308114664,60,0.0,0.021066711107738414,214.81169535319012,0.0030197809139887494,429.69955088297525,4.109625403086344,-0.0028135915597279865,0.0,0.0003,1.0,,,,,
87,217.4382596853521,4.348765193707042,50,1.0,0.08529011770599416,37,0.0,0.02085604399666103,210.868896484375,-0.008768323063850402,421.83667907714846,4.067455673217774,0.008551451563835143,0.0,0.0003,1.0,,,,,
88,195.70805128100505,2.718167378902848,72,1.0,0.15978362376542857,58,0.0,0.020647483556694417,84.59207280476888,-0.0029189348220825194,169.27076009114583,4.038852914174398,-0.002415269613265991,0.0,0.0003,1.0,,,,,
89,215.46030541043115,3.847505453757699,56,1.0,0.06256144595256415,45,0.0,0.020441008721127474,125.23980903625488,-0.003256436437368393,250.56829643249512,4.108053624629974,0.007505893707275391,0.015625,0.0003,1.0,,,,,
90,219.0079429129636,4.76104223723834,46,1.0,0.13431594911693703,41,0.0,0.0202365986339162,240.22280606356534,-0.005611009218476035,480.53675842285156,3.9964510094035757,0.001962943510575728,0.022727272727272728,0.0003,1.0,,,,,
91,220.44989983501023,6.123608328750284,36,1.0,0.18751632093980466,31,0.0,0.020034232647577036,298.19301350911456,0.0373663277261787,596.3897230360243,3.921216302447849,0.006055573622385661,0.0,0.0003,1.0,,,,,
92,188.04470216933944,2.0664252985641696,91,1.0,0.049700526588568064,79,0.0,0.019833890321101267,572.6023162841797,-0.017580494284629822,1145.3198364257812,4.003322792053223,0.007661139965057373,0.0,0.0003,1.0,,,,,
93,229.8026279763311,6.3834063326758645,36,1.0,0.05361141141223271,32,0.0,0.019635551417890255,171.89636284964425,-0.016689268073865345,343.90787288120816,4.088489668709891,-0.004533688936914716,0.017857142857142856,0.0003,1.0,,,,,
94,193.22581784537908,2.146953531615323,90,1.0,0.12768793703344633,74,0.0,0.01943919590371135,485.47113672892254,0.0020631893227497735,971.0194396972656,4.065346380074819,0.005385751525561015,0.0,0.0003,1.0,,,,,
95,218.82249433489204,4.973238507611183,44,1.0,0.16732945407831695,39,0.0,0.01924480394467424,265.24191131591795,-0.0936476930975914,530.7519058227539,4.039716482162476,0.004708415269851685,0.0,0.0003,1.0,,,,,
96,209.76520541368967,3.2271570063644566,65,1.0,0.08860803731712824,56,0.0,0.019052355905227497,164.92782656351724,0.010918458613256613,329.9149703979492,4.057942708333333,0.010021001100540161,0.0,0.0003,1.0,,,,,
97,209.44773154144508,3.2222727929453088,65,1.0,0.12368004105034636,56,0.0,0.018861832346175222,122.89634105137416,-0.04377631550388677,245.96083177839006,4.029921770095825,0.008093446493148804,0.0,0.0003,1.0,,,,,
98,200.80349202243647,2.8686213146062354,70,1.0,0.1119673314942093,67,0.0,0.01867321402271347,111.34871042691745,-0.032666465983941004,222.8429814852201,4.011472060130193,0.008304586777320275,0.0,0.0003,1.0,,,,,
99,214.2228320037777,4.462975666745369,48,1.0,0.15584958499076113,40,0.0,0.018486481882486337,116.8862533569336,0.01998715102672577,233.81268241188744,4.007423791018399,0.004032617265527899,0.0,0.0003,1.0,,,,,
100,226.07244132721704,5.949274771768869,38,1.0,0.19900432469717805,29,0.0,0.018301617063661475,242.18620109558105,0.019440429285168648,484.41435623168945,4.041494458913803,0.0038928563299123198,0.0,0.000285,1.0,247.5615768414653,176.96873243344285,42.4,0.9,0.22929876808056923
101,-53.758856503730875,-0.5375885650373088,100,0.0,4.348048217723641,89,0.0,0.01811860089302486,330.78063310895647,-0.016063377261161804,661.6719469342913,3.9279559339795793,0.009466482060296195,0.0,0.000285,1.0,,,,,
102,202.1519047622275,2.9297377501772104,69,1.0,0.18365364088651115,60,0.0,0.017937414884094612,130.44458707173666,-0.12103244538108508,261.2125409444173,4.065001368522644,0.010977084438006083,0.0,0.000285,1.0,,,,,
103,199.08829717819685,2.5855623010155435,77,1.0,0.15011939187724693,61,0.0,0.017758040735253666,129.3354253768921,0.030779309570789337,258.69125137329104,4.098185888926188,0.0023321691900491715,0.0,0.000285,1.0,,,,,
104,182.927322508891,1.8666053317233775,98,1.0,0.06995705754597926,86,0.0,0.01758046032790113,99.18840646743774,-0.001819651573896408,198.46104303995767,4.029516637325287,0.0014877840876579285,0.0,0.000285,1.0,,,,,
105,215.74589778156286,4.59033825067155,47,1.0,0.0839253588745321,40,0.0,0.017404655724622117,426.45178680419923,-0.047369778901338574,853.0774749755859,3.9580503702163696,0.007845522277057171,0.0,0.000285,1.0,,,,,
106,187.38093059868075,2.1293287568031904,88,1.0,0.19089778712113856,81,0.0,0.017230609167375895,121.61208661397298,0.03513922852774461,243.23332722981772,3.971429189046224,0.0015208547314008076,0.0,0.000285,1.0,,,,,
107,195.2019575749571,2.568446810196804,76,1.0,0.159173902957601,71,0.0,0.017058303075702136,131.0472877290514,-0.04458205163892773,262.26106029086645,3.8660606145858765,-0.005342778232362535,0.034722222222222224,0.000285,1.0,,,,,
108,197.97164683252248,2.505970213069905,79,1.0,0.1425286969978182,71,0.0,0.016887720044945115,78.57639521360397,-0.035956475883722305,157.30210375785828,3.8699108958244324,0.0054907724261283875,0.015625,0.000285,1.0,,,,,
109,188.64587177614595,1.9650611643348537,96,1.0,0.07207827397695374,79,0.0,0.016718842844495665,41.25891032585731,0.0014795276981133681,82.59303973271297,3.908904662499061,0.006363318516657903,0.009615384615384616,0.000285,1.0,,,,,
110,187.71430938732195,2.018433434272279,93,1.0,0.15183650126410217,84,0.0,0.01655165441605071,47.25996576944987,0.013484216729799907,94.56986668904622,3.8451790809631348,-0.0022915820280710857,0.008333333333333333,0.000285,1.0,,,,,
111,217.6313929778256,4.731117238648383,46,1.0,0.1682394359202326,40,0.0,0.016386137871890204,838.3065830577503,-0.012320213485509157,1676.7160228382456,3.91046235778115,0.00522901253266768,0.0,0.000285,1.0,,,,,
112,193.47400269619146,2.3310120806770054,83,1.0,0.14939761239404406,76,0.0,0.016222276493171303,33.87545979541281,-0.016092075439898865,67.85974577198859,3.832094731538192,6.387988105416298e-05,0.025362319272497425,0.000285,1.0,,,,,
113,207.1847089190328,3.139162256348982,66,1.0,0.16777465174726006,52,0.0,0.01606005372823959,187.20814247131347,0.07734503149986267,374.33822441101074,3.8313241004943848,0.012225228548049926,0.0,0.000285,1.0,,,,,
114,225.30901985744177,6.089432969120048,37,1.0,0.15460093531865832,29,0.0,0.015899453190957195,1089.1958483182466,0.022641967838773362,2178.4248868502104,3.923350682625404,0.014719552754496153,0.009615384615384616,0.000285,1.0,,,,,
115,212.44775209789108,3.5407958682981846,60,1.0,0.09754050799152993,49,0.0,0.015740458659047624,236.22187932332358,0.04359700530767441,472.4317321777344,3.757967988650004,0.0023901164531707764,0.0,0.000285,1.0,,,,,
116,223.8543785844767,5.329866156773255,42,1.0,0.077678632424495,40,0.0,0.015583054072457149,339.7673759460449,0.06486950938900311,679.4782638549805,3.6620126565297446,0.0057279616594314575,0.0,0.000285,1.0,,,,,
117,206.20717091028922,2.988509723337525,69,1.0,0.06186820501131508,56,0.0,0.015427223531732577,130.4493611653646,0.0022912820180257163,260.96814388699,3.700357993443807,0.007563296291563246,0.0,0.000285,1.0,,,,,
118,203.3344900824201,3.177101407537814,64,1.0,0.06133102072061215,56,0.0,0.015272951296415252,41.801035336085725,0.05372129753232002,83.56524508340019,3.530869483947754,0.002647542527743748,0.0,0.000285,1.0,,,,,
119,198.34130898255776,2.7935395631346163,71,1.0,0.1679777653733301,66,0.0,0.015120221783451099,80.06696727540758,-0.010902610297004381,160.22568130493164,3.496998760435316,0.002033929599242078,0.014880952735741934,0.000285,1.0,,,,,
120,209.60791311113488,3.4934652185189146,60,1.0,0.1125226699684391,58,0.0,0.014969019565616588,42.44421650966009,0.015484305409093698,84.92782513300578,3.518066386381785,0.014483648041884104,0.010416666666666666,0.000285,1.0,,,,,
121,224.23539685146318,6.795012025801914,33,1.0,0.19478169888782984,31,0.0,0.014819329369960423,424.6484347256747,-0.020520455796610226,849.4100341796875,3.606303019957109,-0.006347908215089278,0.03409090909090909,0.000285,1.0,,,,,
122,213.25985064703312,4.0237707669251535,53,1.0,0.17486552803627445,45,0.0,0.014671136076260818,94.05167805064808,-0.02319106696681543,188.22416617653587,3.7213475053960625,-0.006087281487204812,0.011363636363636364,0.000285,1.0,,,,,
