episode,score,steps,success,final_distance,n_biases,loss,actor_loss,critic_loss,entropy,approx_kl,clip_frac,lr,eval_score_mean,eval_success_rate,eval_final_distance_mean
33,-31.76373641576775,40,0.0,5.158360398835711,34,128.09331681993274,-0.011646327873071035,256.29422336154516,4.2150858243306475,0.01696617901325226,0.0,0.0003,,,
34,226.50845143619878,31,1.0,0.1352413913769547,31,7065.4109293619795,-0.054611111991107464,14131.013753255209,4.1258219083150225,-0.00405966389613847,0.054513890917102494,0.0003,,,
35,-13.246901436061616,40,0.0,3.6879251488634166,32,32.40786695480347,-0.022836818049351375,64.94664637247722,4.262015740076701,0.0006978934009869894,0.010416666666666666,0.0003,,,
36,-8.846719569885657,40,0.0,2.9954009945468467,34,9.718326275165264,-0.009123798459768295,19.53753684117244,4.13183252628033,0.008559448214677664,0.019230769230769232,0.0003,,,
37,-14.958140974457262,40,0.0,3.7126398932458584,33,26.113248772091335,-0.05980552753640546,52.43010764651828,4.200014564726088,-0.006778199639585283,0.05555555555555555,0.0003,,,
38,230.16169300289047,29,1.0,0.1254069625074207,27,7286.154866536458,-0.0384934499549369,14572.471842447916,4.2481114864349365,-0.00564350913433979,0.05408653989434242,0.0003,,,
39,-4.927048017113468,40,0.0,2.416259945128528,35,16.529677200317384,0.08387911915779114,32.974973106384276,4.168807125091552,0.004402241110801697,0.0,0.0003,,,
40,-35.354045749469634,40,0.0,5.175358494152585,34,104.48018900553386,0.016733142275673647,209.01246388753256,4.277601109610663,-0.004664257996612125,0.006944444444444444,0.0003,6.572047034027941,0.0,5.149260274483304
41,-7.905529833276596,40,0.0,3.023978902862007,33,35.069560792711044,-0.028142196229762502,70.27581818898518,4.020588662889269,0.0008184901542133755,0.1076388888888889,0.0003,,,
42,226.3090658212962,37,1.0,0.14149107689592336,31,6117.377232142857,-0.05407843406179121,12234.943638392857,4.056352036339896,-0.017893253958650997,0.08303571492433548,0.0003,,,
43,-10.188688992407327,40,0.0,3.070174247173707,34,9.424686813354493,-0.042100457350413005,19.014913050333657,4.066922330856324,-0.005058213075002035,0.03333333333333333,0.0003,,,
44,-2.593078945666478,40,0.0,2.4825245649594394,33,15.337089031934738,-0.05649291607551277,30.86814045906067,4.048824191093445,-0.0042945221066474915,0.04296875,0.0003,,,
45,4.525853293908075,40,0.0,1.994543785556691,36,44.72218815485636,-0.042721242643892765,89.61197503407796,4.107800722122192,-0.004528832932313283,0.010416666666666666,0.0003,,,
46,-1.6986739013764254,40,0.0,2.413037657662771,36,27.309590935707092,-0.006389920134097338,54.7147650718689,4.140153408050537,-0.0029362421482801437,0.0078125,0.0003,,,
47,229.09469841137084,31,1.0,0.15708942806415993,27,6383.0327555338545,-0.04786978786190351,12766.244059244791,4.1414231061935425,-0.006488073607518648,0.057986111690600715,0.0003,,,
48,0.9674626838062852,40,0.0,2.011759439310056,36,27.102647972106933,-0.06233655214309693,54.41155090332031,4.0791175842285154,0.014702048897743226,0.0,0.0003,,,
49,223.58612856889272,38,1.0,0.1816838902737032,35,5168.906439887152,0.023266622589694128,10337.844943576389,3.9216883977254233,0.009480235787729422,0.020833333333333332,0.0003,,,
50,-8.120153135472407,40,0.0,3.113050311383637,37,122.72498460249467,-0.029322488064115696,245.58752025257456,3.945255669680509,0.016717966307293285,0.011363636363636364,0.0003,,,
51,-7.44555753365036,40,0.0,3.078902571804067,33,22.32985102335612,-0.020279641449451446,44.77766545613607,3.8701908270517986,0.0013490110635757447,0.08333333333333333,0.0003,,,
52,-12.571919104815409,40,0.0,3.347701953943416,36,24.598362816704643,-0.028531567090087466,49.33183585272895,3.902368810441759,0.004149902198049758,0.027777777777777776,0.0003,,,
53,233.46723834749199,26,1.0,0.18662853730504772,23,7334.72607421875,-0.01788779969016711,14669.568603515625,4.038139303525289,-0.02235202053573933,0.02916666679084301,0.0003,,,
54,-9.126719041179744,40,0.0,2.9660787044470913,39,103.96559015909831,-0.062070908645788826,208.13017972310385,3.742985109488169,0.01637123649319013,0.057291666666666664,0.0003,,,
55,-12.892972103525558,40,0.0,3.464923780480082,38,46.390323066711424,0.02908286303281784,92.80043334960938,3.8975945711135864,0.008574061095714569,0.0,0.0003,,,
56,-1.4760759721885348,40,0.0,2.359584750365173,37,20.468599796295166,-0.0557056622993615,41.12713368733724,3.9261045853296914,-0.009396207829316458,0.059027777777777776,0.0003,,,
57,-9.59170465448991,40,0.0,3.0656516500252784,34,36.51813899146186,0.047440451052453786,73.01940854390462,3.9004866547054715,0.011224882470236884,0.0,0.0003,,,
58,227.07805001416887,31,1.0,0.06583178350378535,30,6351.7324625651045,-0.032434090603298195,12703.610432942709,4.034092207749684,-0.0034138755096743503,0.026736111690600712,0.0003,,,
59,-0.38096370440085076,40,0.0,2.2452091304484836,35,43.10207852450284,-0.03471284698356281,86.35067575628108,3.8546336347406562,0.00652119517326355,0.022727272727272728,0.0003,,,
60,-8.662924015955069,40,0.0,2.868191814916456,34,31.5091335773468,0.028677278314717114,63.04094219207764,4.001556783914566,0.0042407941073179245,0.0,0.0003,105.50647960581085,0.25,2.9898046178487974
61,-24.62780416529107,40,0.0,4.434562340285334,35,31.742775599161785,-0.0690762127439181,63.69974263509115,3.801939672893948,0.015585053298208449,0.020833333333333332,0.0003,,,
62,-6.609365276889816,40,0.0,3.0104507492541352,35,44.31033458709717,0.020099635422229766,88.65711326599121,3.8321099519729613,0.010924308001995087,0.01875,0.0003,,,
63,-1.2447228454146142,40,0.0,2.5902965321413856,35,9.789474964141846,-0.06381349957415036,19.785468918936594,3.944608756474086,0.002455900822366987,0.044642857142857144,0.0003,,,
64,-6.467597363088339,40,0.0,2.553451675171426,35,18.399852059104226,-0.08569350432265889,37.0458479794589,3.737838766791604,-0.002224521203474565,0.10227272727272728,0.0003,,,
65,-1.6261820479993352,40,0.0,2.3212286686596495,35,7.272110939025879,0.04278953207863702,14.539235273996988,4.0296379460228815,0.009891238477494981,0.013888888888888888,0.0003,,,
66,-7.8341572975464615,40,0.0,3.100012077287071,38,18.260978910658096,-0.03301283779243628,36.667366610633,3.9691506094402738,-0.01188096652428309,0.03125,0.0003,,,
67,-12.79636915814516,40,0.0,3.4103649064366546,40,21.918408827348188,-0.06566060757772489,44.04607374017889,3.8967418670654297,0.005144969983534379,0.022727272727272728,0.0003,,,
68,228.86331395257065,33,1.0,0.12126892860552753,31,6077.504211425781,-0.025735439732670784,12155.137613932291,3.8848818937937417,-0.011197973042726517,0.07291666666666667,0.0003,,,
69,-14.991677605252805,40,0.0,3.8584880188792323,39,32.48774382647346,-0.07142966846004128,65.19193492216222,3.67943073721493,0.007455541807062486,0.14338235294117646,0.0003,,,
70,-20.321288575512874,40,0.0,3.960390215362141,36,15.95309215121799,-0.005568864444891612,31.992164611816406,3.742127127117581,-0.005889691412448883,0.125,0.0003,,,
71,-13.938641089594292,40,0.0,3.6412312386614385,36,49.82084528605143,-0.0546030526359876,99.82614347669814,3.762372374534607,-0.02220542397763994,0.1597222222222222,0.0003,10.629188417913142,0.0,4.813588486073506
