time_ps,cv1_A,cv2_A
1.199999928474426270e+00,3.545854806900024414e+00,4.191573143005371094e+00
1.240000009536743164e+00,3.633463144302368164e+00,4.097975254058837891e+00
1.279999971389770508e+00,3.517774105072021484e+00,4.283012866973876953e+00
1.319999933242797852e+00,3.637399435043334961e+00,4.163927078247070312e+00
1.360000014305114746e+00,3.590373516082763672e+00,4.152424335479736328e+00
1.399999976158142090e+00,3.582350492477416992e+00,3.809445142745971680e+00
1.439999938011169434e+00,3.561233282089233398e+00,3.899937868118286133e+00
1.480000019073486328e+00,3.717900037765502930e+00,3.786474943161010742e+00
1.519999980926513672e+00,3.652113676071166992e+00,3.935736894607543945e+00
1.559999942779541016e+00,3.570871114730834961e+00,3.983022928237915039e+00
1.599999904632568359e+00,3.550230026245117188e+00,4.000510692596435547e+00
1.639999985694885254e+00,3.686640977859497070e+00,4.343608379364013672e+00
1.679999947547912598e+00,3.726333379745483398e+00,4.108987331390380859e+00
1.719999909400939941e+00,3.524062395095825195e+00,4.011441230773925781e+00
1.759999990463256836e+00,3.629929542541503906e+00,3.934945106506347656e+00
1.799999952316284180e+00,3.614446401596069336e+00,3.760813951492309570e+00
1.839999914169311523e+00,3.624618291854858398e+00,3.939130783081054688e+00
1.879999995231628418e+00,3.534157752990722656e+00,4.113013744354248047e+00
1.919999957084655762e+00,3.664164543151855469e+00,3.899861574172973633e+00
1.959999918937683105e+00,3.566310644149780273e+00,4.037473201751708984e+00
2.000000000000000000e+00,3.657510757446289062e+00,4.236012458801269531e+00
2.039999961853027344e+00,3.622130870819091797e+00,3.916456222534179688e+00
2.079999923706054688e+00,3.584593296051025391e+00,4.078979492187500000e+00
2.119999885559082031e+00,3.616314411163330078e+00,4.000432968139648438e+00
2.159999847412109375e+00,3.587627887725830078e+00,4.093271255493164062e+00
2.200000047683715820e+00,3.532007455825805664e+00,4.005172729492187500e+00
2.240000009536743164e+00,3.696839094161987305e+00,4.126045703887939453e+00
2.279999971389770508e+00,3.699577331542968750e+00,4.133002758026123047e+00
2.319999933242797852e+00,3.631331205368041992e+00,3.881546974182128906e+00
2.359999895095825195e+00,3.572993516921997070e+00,3.857036113739013672e+00
2.399999856948852539e+00,3.595692634582519531e+00,3.986727237701416016e+00
2.440000057220458984e+00,3.492336750030517578e+00,4.139653205871582031e+00
2.480000019073486328e+00,3.667516231536865234e+00,4.080796241760253906e+00
2.519999980926513672e+00,3.684757947921752930e+00,3.970661163330078125e+00
2.559999942779541016e+00,3.660263538360595703e+00,3.915946245193481445e+00
2.599999904632568359e+00,3.575681686401367188e+00,3.860718250274658203e+00
2.639999866485595703e+00,3.654629945755004883e+00,3.740568399429321289e+00
2.679999828338623047e+00,3.641226291656494141e+00,4.063121795654296875e+00
2.720000028610229492e+00,3.622954607009887695e+00,4.157320976257324219e+00
2.759999990463256836e+00,3.639078378677368164e+00,3.998543024063110352e+00
2.799999952316284180e+00,3.601433753967285156e+00,3.768141984939575195e+00
2.839999914169311523e+00,3.631501197814941406e+00,3.785351991653442383e+00
2.879999876022338867e+00,3.597740650177001953e+00,4.011764526367187500e+00
2.919999837875366211e+00,3.625305175781250000e+00,4.043834209442138672e+00
2.960000038146972656e+00,3.606778860092163086e+00,4.282015800476074219e+00
3.000000000000000000e+00,3.603133916854858398e+00,4.107010841369628906e+00
3.039999961853027344e+00,3.675045490264892578e+00,4.026613235473632812e+00
3.079999923706054688e+00,3.575343132019042969e+00,3.860595464706420898e+00
3.119999885559082031e+00,3.627161741256713867e+00,3.557043075561523438e+00
3.159999847412109375e+00,3.562213182449340820e+00,3.697005033493041992e+00
3.199999809265136719e+00,3.669742107391357422e+00,3.702896595001220703e+00
3.240000009536743164e+00,3.665562868118286133e+00,3.871617317199707031e+00
3.279999971389770508e+00,3.599835634231567383e+00,3.925177097320556641e+00
3.319999933242797852e+00,3.610750675201416016e+00,4.296111106872558594e+00
3.359999895095825195e+00,3.577421903610229492e+00,4.206510066986083984e+00
3.399999856948852539e+00,3.585595369338989258e+00,4.029091358184814453e+00
3.439999818801879883e+00,3.607856750488281250e+00,4.006495475769042969e+00
3.480000019073486328e+00,3.642842054367065430e+00,3.892773389816284180e+00
3.519999980926513672e+00,3.579570531845092773e+00,3.809881687164306641e+00
3.559999942779541016e+00,3.563467025756835938e+00,3.964502811431884766e+00
3.599999904632568359e+00,3.649844169616699219e+00,4.000528335571289062e+00
3.639999866485595703e+00,3.513355255126953125e+00,3.984270572662353516e+00
3.679999828338623047e+00,3.716422557830810547e+00,3.954293012619018555e+00
3.720000028610229492e+00,3.599314928054809570e+00,3.889369249343872070e+00
3.759999990463256836e+00,3.664414882659912109e+00,3.964132547378540039e+00
3.799999952316284180e+00,3.522409915924072266e+00,3.948796033859252930e+00
3.839999914169311523e+00,3.643492698669433594e+00,3.959420442581176758e+00
3.879999876022338867e+00,3.678566932678222656e+00,3.891657590866088867e+00
3.919999837875366211e+00,3.597998142242431641e+00,4.008917808532714844e+00
3.959999799728393555e+00,3.669363021850585938e+00,4.019535541534423828e+00
