time_ps,cv1_A,cv2_A
1.399999976158142090e+00,3.272542715072631836e+00,4.419642448425292969e+00
1.439999938011169434e+00,3.300899267196655273e+00,4.184413909912109375e+00
1.480000019073486328e+00,3.473687171936035156e+00,4.161139488220214844e+00
1.519999980926513672e+00,3.253995656967163086e+00,4.236434936523437500e+00
1.559999942779541016e+00,3.429976224899291992e+00,4.394508361816406250e+00
1.599999904632568359e+00,3.291620254516601562e+00,4.279001235961914062e+00
1.639999985694885254e+00,3.240208864212036133e+00,4.370652675628662109e+00
1.679999947547912598e+00,3.284029006958007812e+00,4.082648754119873047e+00
1.719999909400939941e+00,3.328721284866333008e+00,4.121797561645507812e+00
1.759999990463256836e+00,3.208100318908691406e+00,4.263176918029785156e+00
1.799999952316284180e+00,3.383172035217285156e+00,4.314394474029541016e+00
1.839999914169311523e+00,3.268744468688964844e+00,4.281454563140869141e+00
1.879999995231628418e+00,3.280617475509643555e+00,4.316931724548339844e+00
1.919999957084655762e+00,3.349206924438476562e+00,4.129288673400878906e+00
1.959999918937683105e+00,3.312871694564819336e+00,4.185235500335693359e+00
2.000000000000000000e+00,3.343394756317138672e+00,4.266738891601562500e+00
2.039999961853027344e+00,3.297476530075073242e+00,4.555192947387695312e+00
2.079999923706054688e+00,3.331150054931640625e+00,4.656930923461914062e+00
2.119999885559082031e+00,3.245109081268310547e+00,4.514558792114257812e+00
2.159999847412109375e+00,3.309135198593139648e+00,4.228679656982421875e+00
2.200000047683715820e+00,3.266989707946777344e+00,4.406988143920898438e+00
2.240000009536743164e+00,3.148695230484008789e+00,4.455577373504638672e+00
2.279999971389770508e+00,3.292558908462524414e+00,4.377775669097900391e+00
2.319999933242797852e+00,3.357877016067504883e+00,4.247726917266845703e+00
2.359999895095825195e+00,3.330979347229003906e+00,4.398353099822998047e+00
2.399999856948852539e+00,3.278146028518676758e+00,4.580255508422851562e+00
2.440000057220458984e+00,3.262753725051879883e+00,4.499939441680908203e+00
2.480000019073486328e+00,3.334776163101196289e+00,4.401108741760253906e+00
2.519999980926513672e+00,3.257734775543212891e+00,4.539426803588867188e+00
2.559999942779541016e+00,3.305111408233642578e+00,4.564768791198730469e+00
2.599999904632568359e+00,3.364639759063720703e+00,4.595131874084472656e+00
2.639999866485595703e+00,3.298122644424438477e+00,4.374844074249267578e+00
2.679999828338623047e+00,3.369747400283813477e+00,4.348535537719726562e+00
2.720000028610229492e+00,3.286587238311767578e+00,4.477648735046386719e+00
2.759999990463256836e+00,3.190067529678344727e+00,4.274207115173339844e+00
2.799999952316284180e+00,3.343844652175903320e+00,4.130788326263427734e+00
2.839999914169311523e+00,3.329860448837280273e+00,4.377963066101074219e+00
2.879999876022338867e+00,3.258366823196411133e+00,4.534790039062500000e+00
2.919999837875366211e+00,3.404373407363891602e+00,4.414641380310058594e+00
2.960000038146972656e+00,3.324131011962890625e+00,4.311804771423339844e+00
3.000000000000000000e+00,3.252170324325561523e+00,4.458248138427734375e+00
3.039999961853027344e+00,3.278736114501953125e+00,4.377233505249023438e+00
3.079999923706054688e+00,3.283910989761352539e+00,4.326305389404296875e+00
3.119999885559082031e+00,3.347065448760986328e+00,4.535575389862060547e+00
3.159999847412109375e+00,3.328720331192016602e+00,4.710532665252685547e+00
3.199999809265136719e+00,3.327796936035156250e+00,4.538618564605712891e+00
3.240000009536743164e+00,3.236482620239257812e+00,4.343982219696044922e+00
3.279999971389770508e+00,3.451035499572753906e+00,4.525963306427001953e+00
3.319999933242797852e+00,3.278914928436279297e+00,4.604803562164306641e+00
3.359999895095825195e+00,3.322059154510498047e+00,4.466778278350830078e+00
3.399999856948852539e+00,3.282999038696289062e+00,4.315985679626464844e+00
3.439999818801879883e+00,3.438850879669189453e+00,4.396580696105957031e+00
3.480000019073486328e+00,3.245125055313110352e+00,4.531647205352783203e+00
3.519999980926513672e+00,3.395927667617797852e+00,4.342374801635742188e+00
3.559999942779541016e+00,3.325529813766479492e+00,4.535130977630615234e+00
3.599999904632568359e+00,3.307842493057250977e+00,4.263363361358642578e+00
3.639999866485595703e+00,3.336874485015869141e+00,4.401499748229980469e+00
3.679999828338623047e+00,3.352612972259521484e+00,4.270384311676025391e+00
3.720000028610229492e+00,3.289117574691772461e+00,4.306554317474365234e+00
3.759999990463256836e+00,3.334805965423583984e+00,4.224520683288574219e+00
3.799999952316284180e+00,3.273726940155029297e+00,4.337730884552001953e+00
3.839999914169311523e+00,3.364598989486694336e+00,4.495722770690917969e+00
3.879999876022338867e+00,3.371393203735351562e+00,4.227995872497558594e+00
3.919999837875366211e+00,3.353166818618774414e+00,4.215877532958984375e+00
3.959999799728393555e+00,3.247231483459472656e+00,4.193156242370605469e+00
