time_ps,cv1_A,cv2_A
3.159999847412109375e+00,3.458376884460449219e+00,4.039363384246826172e+00
3.199999809265136719e+00,3.426542282104492188e+00,3.691106319427490234e+00
3.240000009536743164e+00,3.439660310745239258e+00,3.784595966339111328e+00
3.279999971389770508e+00,3.542104244232177734e+00,3.886452913284301758e+00
3.319999933242797852e+00,3.454367637634277344e+00,3.822446346282958984e+00
3.359999895095825195e+00,3.525385379791259766e+00,3.810523986816406250e+00
3.399999856948852539e+00,3.488653421401977539e+00,3.929002046585083008e+00
3.439999818801879883e+00,3.479688644409179688e+00,3.959452152252197266e+00
3.480000019073486328e+00,3.519294023513793945e+00,4.004451274871826172e+00
3.519999980926513672e+00,3.463744640350341797e+00,3.990790605545043945e+00
3.559999942779541016e+00,3.448744297027587891e+00,3.842614889144897461e+00
3.599999904632568359e+00,3.602917909622192383e+00,3.958698034286499023e+00
3.639999866485595703e+00,3.490261793136596680e+00,3.994225263595581055e+00
3.679999828338623047e+00,3.499272584915161133e+00,4.113856315612792969e+00
3.720000028610229492e+00,3.395030975341796875e+00,4.133444309234619141e+00
3.759999990463256836e+00,3.491817712783813477e+00,4.005671501159667969e+00
3.799999952316284180e+00,3.459183931350708008e+00,3.909199714660644531e+00
3.839999914169311523e+00,3.465097904205322266e+00,3.874990224838256836e+00
3.879999876022338867e+00,3.489515066146850586e+00,3.929731607437133789e+00
3.919999837875366211e+00,3.509462118148803711e+00,4.042574882507324219e+00
3.959999799728393555e+00,3.593270301818847656e+00,4.041506767272949219e+00
