time_ps,cv1_A,cv2_A
2.480000019073486328e+00,3.562470912933349609e+00,4.242263317108154297e+00
2.519999980926513672e+00,3.559835195541381836e+00,4.099274635314941406e+00
2.559999942779541016e+00,3.606398344039916992e+00,4.181824207305908203e+00
2.599999904632568359e+00,3.664971828460693359e+00,4.149059295654296875e+00
2.639999866485595703e+00,3.554448843002319336e+00,4.008581161499023438e+00
2.679999828338623047e+00,3.685742378234863281e+00,4.017623901367187500e+00
2.720000028610229492e+00,3.545098781585693359e+00,4.143525123596191406e+00
2.759999990463256836e+00,3.672007560729980469e+00,4.069568634033203125e+00
2.799999952316284180e+00,3.558761119842529297e+00,3.982643365859985352e+00
2.839999914169311523e+00,3.588818311691284180e+00,3.896561384201049805e+00
2.879999876022338867e+00,3.644185781478881836e+00,3.736379623413085938e+00
2.919999837875366211e+00,3.510351896286010742e+00,3.983560800552368164e+00
2.960000038146972656e+00,3.624536752700805664e+00,4.270184993743896484e+00
3.000000000000000000e+00,3.628129005432128906e+00,3.967173337936401367e+00
3.039999961853027344e+00,3.572186708450317383e+00,3.888805866241455078e+00
3.079999923706054688e+00,3.678586721420288086e+00,3.911474466323852539e+00
3.119999885559082031e+00,3.655174016952514648e+00,4.158967018127441406e+00
3.159999847412109375e+00,3.544714450836181641e+00,4.066110134124755859e+00
3.199999809265136719e+00,3.703799486160278320e+00,4.083519935607910156e+00
3.240000009536743164e+00,3.480386018753051758e+00,4.012721538543701172e+00
3.279999971389770508e+00,3.607395648956298828e+00,4.090453147888183594e+00
3.319999933242797852e+00,3.571926355361938477e+00,4.249180316925048828e+00
3.359999895095825195e+00,3.788918018341064453e+00,4.135991573333740234e+00
3.399999856948852539e+00,3.620836496353149414e+00,3.903265953063964844e+00
3.439999818801879883e+00,3.552134275436401367e+00,4.005821228027343750e+00
3.480000019073486328e+00,3.669858932495117188e+00,4.029825687408447266e+00
3.519999980926513672e+00,3.523221731185913086e+00,3.885719776153564453e+00
3.559999942779541016e+00,3.810147047042846680e+00,3.886729001998901367e+00
3.599999904632568359e+00,3.716517210006713867e+00,4.042186260223388672e+00
3.639999866485595703e+00,3.481526374816894531e+00,3.973372936248779297e+00
3.679999828338623047e+00,3.785081148147583008e+00,4.195658683776855469e+00
3.720000028610229492e+00,3.624827861785888672e+00,3.987988948822021484e+00
3.759999990463256836e+00,3.580446958541870117e+00,3.997211456298828125e+00
3.799999952316284180e+00,3.561973333358764648e+00,3.924963474273681641e+00
3.839999914169311523e+00,3.664743900299072266e+00,3.824573755264282227e+00
3.879999876022338867e+00,3.542376518249511719e+00,3.858415365219116211e+00
3.919999837875366211e+00,3.698154926300048828e+00,4.022292613983154297e+00
3.959999799728393555e+00,3.593604326248168945e+00,3.923064470291137695e+00
