time_ps,cv1_A,cv2_A
1.279999971389770508e+00,3.348094224929809570e+00,5.446573734283447266e+00
1.319999933242797852e+00,3.281044960021972656e+00,5.296227931976318359e+00
1.360000014305114746e+00,3.336797237396240234e+00,5.173582553863525391e+00
1.399999976158142090e+00,3.283469438552856445e+00,5.080581188201904297e+00
1.439999938011169434e+00,3.322619676589965820e+00,4.827437877655029297e+00
1.480000019073486328e+00,3.316598176956176758e+00,4.744375228881835938e+00
1.519999980926513672e+00,3.283695936203002930e+00,4.614926338195800781e+00
1.559999942779541016e+00,3.365612030029296875e+00,4.772380352020263672e+00
1.599999904632568359e+00,3.313764810562133789e+00,4.645394802093505859e+00
1.639999985694885254e+00,3.257017374038696289e+00,4.741187095642089844e+00
1.679999947547912598e+00,3.252807617187500000e+00,4.704474925994873047e+00
1.719999909400939941e+00,3.274039745330810547e+00,4.758284091949462891e+00
1.759999990463256836e+00,3.287062168121337891e+00,4.997327804565429688e+00
1.799999952316284180e+00,3.236523628234863281e+00,5.111999988555908203e+00
1.839999914169311523e+00,3.332331895828247070e+00,5.184724807739257812e+00
1.879999995231628418e+00,3.326069116592407227e+00,5.178948879241943359e+00
1.919999957084655762e+00,3.295717716217041016e+00,5.059044361114501953e+00
1.959999918937683105e+00,3.383032560348510742e+00,4.964841365814208984e+00
2.000000000000000000e+00,3.259104967117309570e+00,4.951599597930908203e+00
2.039999961853027344e+00,3.360984086990356445e+00,4.938665866851806641e+00
2.079999923706054688e+00,3.187365531921386719e+00,4.669729709625244141e+00
2.119999885559082031e+00,3.314423322677612305e+00,4.634709358215332031e+00
2.159999847412109375e+00,3.277941465377807617e+00,4.855149269104003906e+00
2.200000047683715820e+00,3.340942382812500000e+00,5.404435157775878906e+00
2.240000009536743164e+00,3.255671977996826172e+00,5.338366985321044922e+00
2.279999971389770508e+00,3.225576877593994141e+00,5.298535823822021484e+00
2.319999933242797852e+00,3.351263046264648438e+00,4.986660003662109375e+00
2.359999895095825195e+00,3.284383058547973633e+00,4.808528900146484375e+00
2.399999856948852539e+00,3.296191453933715820e+00,4.559526920318603516e+00
2.440000057220458984e+00,3.326165914535522461e+00,4.257731914520263672e+00
2.480000019073486328e+00,3.276484251022338867e+00,4.263449668884277344e+00
2.519999980926513672e+00,3.235289812088012695e+00,4.648086071014404297e+00
2.559999942779541016e+00,3.267723083496093750e+00,4.711091518402099609e+00
2.599999904632568359e+00,3.264263629913330078e+00,4.498110771179199219e+00
2.639999866485595703e+00,3.373107433319091797e+00,4.613831996917724609e+00
2.679999828338623047e+00,3.277304410934448242e+00,4.836264610290527344e+00
2.720000028610229492e+00,3.367346048355102539e+00,4.902981758117675781e+00
2.759999990463256836e+00,3.288767814636230469e+00,4.981442928314208984e+00
2.799999952316284180e+00,3.290975809097290039e+00,4.909883499145507812e+00
2.839999914169311523e+00,3.255513429641723633e+00,5.035369873046875000e+00
2.879999876022338867e+00,3.273648262023925781e+00,5.063567638397216797e+00
2.919999837875366211e+00,3.337912797927856445e+00,4.776533603668212891e+00
2.960000038146972656e+00,3.317447185516357422e+00,4.673202514648437500e+00
3.000000000000000000e+00,3.264682292938232422e+00,4.452167510986328125e+00
3.039999961853027344e+00,3.222044229507446289e+00,4.687951087951660156e+00
3.079999923706054688e+00,3.369113445281982422e+00,4.617490768432617188e+00
3.119999885559082031e+00,3.254731893539428711e+00,4.643953323364257812e+00
3.159999847412109375e+00,3.304315328598022461e+00,4.518956184387207031e+00
3.199999809265136719e+00,3.215982675552368164e+00,4.532925605773925781e+00
3.240000009536743164e+00,3.325286149978637695e+00,4.775045871734619141e+00
3.279999971389770508e+00,3.267889499664306641e+00,4.834263801574707031e+00
3.319999933242797852e+00,3.296174287796020508e+00,4.744225502014160156e+00
3.359999895095825195e+00,3.268901109695434570e+00,4.619875431060791016e+00
3.399999856948852539e+00,3.318630456924438477e+00,4.484007358551025391e+00
3.439999818801879883e+00,3.313264608383178711e+00,4.447341918945312500e+00
3.480000019073486328e+00,3.277070045471191406e+00,4.604770183563232422e+00
3.519999980926513672e+00,3.345644474029541016e+00,4.808929443359375000e+00
3.559999942779541016e+00,3.224772691726684570e+00,4.979816913604736328e+00
3.599999904632568359e+00,3.306668996810913086e+00,4.907408237457275391e+00
3.639999866485595703e+00,3.272281885147094727e+00,5.040254592895507812e+00
3.679999828338623047e+00,3.354658365249633789e+00,5.087696075439453125e+00
3.720000028610229492e+00,3.236392259597778320e+00,4.858574867248535156e+00
3.759999990463256836e+00,3.351586580276489258e+00,4.748056888580322266e+00
3.799999952316284180e+00,3.303137063980102539e+00,4.779960632324218750e+00
3.839999914169311523e+00,3.354659557342529297e+00,5.287890434265136719e+00
3.879999876022338867e+00,3.254823684692382812e+00,5.224386215209960938e+00
3.919999837875366211e+00,3.277651548385620117e+00,4.855072021484375000e+00
3.959999799728393555e+00,3.293019294738769531e+00,4.570045471191406250e+00
